Employee ID,Name,Age,Department,Salary,Performance Score,Years at Company,Promotion Status,,,,,,,,,,,
1905,Employee_905,60,Sales,107925,3,26,No,,,,,,,,,,,
1906,Employee_906,37,Finance,88637,3.2,5,No,,,,,,,,,,,
1907,Employee_907,47,Operations,108373,2.6,29,Yes,,,,,,,,,,,
1908,Employee_908,49,Sales,42425,2.7,27,Yes,,,,,,,,,,,
1909,Employee_909,26,Support,149943,4.3,25,No,,,,,,,,,,,
1910,Employee_910,41,Operations,130101,4,15,Yes,,,,,,,,,,,
1911,Employee_911,27,HR,63422,2.5,11,Yes,,,,,,,,,,,
1912,Employee_912,56,Support,97569,2.7,19,Yes,,,,,,,,,,,
1913,Employee_913,57,IT,51574,4.8,8,Yes,,,,,,,,,,,
1914,Employee_914,33,Operations,72630,3.9,14,No,,,,,,,,,,,
1915,Employee_915,43,HR,130359,2.9,8,Yes,,,,,,,,,,,
1916,Employee_916,37,HR,70286,4.9,2,No,,,,,,,,,,,
1917,Employee_917,23,HR,91577,4.4,28,No,,,,,,,,,,,
1918,Employee_918,49,Support,58076,3.1,9,No,,,,,,,,,,,
1919,Employee_919,42,Operations,110818,2.9,20,No,,,,,,,,,,,
1920,Employee_920,51,Operations,105256,4.8,12,Yes,,,,,,,,,,,
1921,Employee_921,50,IT,49869,3.3,11,No,,,,,,,,,,,
1922,Employee_922,26,Support,64280,3.6,16,Yes,,,,,,,,,,,
1923,Employee_923,57,Marketing,107640,4,21,Yes,,,,,,,,,,,
1924,Employee_924,23,Support,114888,4,3,No,,,,,,,,,,,
1925,Employee_925,47,Operations,134466,3.9,20,No,,,,,,,,,,,
1926,Employee_926,38,Finance,110412,3.2,17,No,,,,,,,,,,,
1927,Employee_927,25,Marketing,53180,3.3,23,Yes,,,,,,,,,,,
1928,Employee_928,25,Finance,81109,4.6,18,Yes,,,,,,,,,,,
1929,Employee_929,38,Support,88340,3.9,13,Yes,,,,,,,,,,,
1930,Employee_930,39,Support,59884,4.8,3,Yes,,,,,,,,,,,
1931,Employee_931,54,HR,94881,4.5,14,Yes,,,,,,,,,,,
1932,Employee_932,58,Finance,116396,3.4,30,No,,,,,,,,,,,
1933,Employee_933,59,Finance,144704,4.5,5,Yes,,,,,,,,,,,
1934,Employee_934,34,Sales,63721,3.1,5,Yes,,,,,,,,,,,
1935,Employee_935,45,Support,82610,4.1,26,No,,,,,,,,,,,
1936,Employee_936,39,Support,69349,4.4,18,Yes,,,,,,,,,,,
1937,Employee_937,59,Support,112910,3.9,21,No,,,,,,,,,,,
1938,Employee_938,53,Support,133049,4.7,18,No,,,,,,,,,,,
1939,Employee_939,26,IT,122992,3.6,17,Yes,,,,,,,,,,,
1940,Employee_940,42,Finance,127859,4.9,25,Yes,,,,,,,,,,,
1941,Employee_941,55,Sales,130502,4.7,17,Yes,,,,,,,,,,,
1942,Employee_942,59,Operations,55994,4,29,No,,,,,,,,,,,
1943,Employee_943,44,Marketing,130337,4.3,25,No,,,,,,,,,,,
1944,Employee_944,25,Support,66209,4.9,23,Yes,,,,,,,,,,,
1945,Employee_945,49,Support,114247,4.5,2,Yes,,,,,,,,,,,
1946,Employee_946,30,Finance,73305,4.3,21,No,,,,,,,,,,,
1947,Employee_947,34,Marketing,137642,4.8,26,No,,,,,,,,,,,
1948,Employee_948,57,HR,71696,3.6,4,No,,,,,,,,,,,
1949,Employee_949,28,Finance,97587,4.1,25,No,,,,,,,,,,,
1950,Employee_950,37,Support,82937,4.3,19,No,,,,,,,,,,,
1951,Employee_951,51,Operations,98193,3,3,No,,,,,,,,,,,
1952,Employee_952,58,Support,44952,3.4,9,No,,,,,,,,,,,
1953,Employee_953,43,HR,52813,2.9,9,Yes,,,,,,,,,,,
1954,Employee_954,25,Support,130746,4.6,17,No,,,,,,,,,,,
1955,Employee_955,60,Operations,118216,3.8,25,Yes,,,,,,,,,,,
1956,Employee_956,26,Sales,93936,2.6,9,No,,,,,,,,,,,
1957,Employee_957,48,IT,128171,3.2,11,No,,,,,,,,,,,
1958,Employee_958,51,Sales,131354,3.5,11,Yes,,,,,,,,,,,
1959,Employee_959,36,Sales,108635,4.4,5,Yes,,,,,,,,,,,
1960,Employee_960,38,Sales,95344,3.9,16,No,,,,,,,,,,,
1961,Employee_961,47,Sales,111184,4.4,6,No,,,,,,,,,,,
1962,Employee_962,24,Marketing,129837,3.6,23,Yes,,,,,,,,,,,
1963,Employee_963,27,Sales,61415,4.2,28,Yes,,,,,,,,,,,
1964,Employee_964,41,Sales,109661,4.6,5,No,,,,,,,,,,,
1965,Employee_965,40,HR,135562,2.7,8,Yes,,,,,,,,,,,
1966,Employee_966,47,Operations,67110,2.8,17,No,,,,,,,,,,,
1967,Employee_967,60,Operations,95530,4.8,15,Yes,,,,,,,,,,,
1968,Employee_968,29,Marketing,132833,4.6,9,No,,,,,,,,,,,
1969,Employee_969,38,IT,116043,2.8,14,No,,,,,,,,,,,
1970,Employee_970,49,Operations,65653,4.1,27,No,,,,,,,,,,,
1971,Employee_971,47,Operations,121701,4.7,16,Yes,,,,,,,,,,,
1972,Employee_972,50,Finance,52284,3.7,15,No,,,,,,,,,,,
1973,Employee_973,29,Sales,70022,3.1,22,No,,,,,,,,,,,
1974,Employee_974,50,Marketing,88497,4.3,17,No,,,,,,,,,,,
1975,Employee_975,51,Support,114489,3.3,22,No,,,,,,,,,,,
1976,Employee_976,52,Support,108580,3,9,Yes,,,,,,,,,,,
1977,Employee_977,36,Finance,117556,2.5,16,Yes,,,,,,,,,,,
1978,Employee_978,46,HR,81245,3.3,20,No,,,,,,,,,,,
1979,Employee_979,31,IT,137294,2.7,15,No,,,,,,,,,,,
1980,Employee_980,48,Operations,94838,4.6,9,No,,,,,,,,,,,
1981,Employee_981,56,HR,95783,3.9,17,No,,,,,,,,,,,
1982,Employee_982,54,Operations,116252,3.6,14,Yes,,,,,,,,,,,
1983,Employee_983,56,Operations,90112,2.6,10,No,,,,,,,,,,,
1984,Employee_984,27,HR,129332,3.1,17,No,,,,,,,,,,,
1985,Employee_985,38,Finance,80713,3.2,8,No,,,,,,,,,,,
1986,Employee_986,55,Sales,77925,3.1,28,Yes,,,,,,,,,,,
1987,Employee_987,40,Marketing,127017,2.7,7,Yes,,,,,,,,,,,
1988,Employee_988,44,Operations,42232,2.7,22,Yes,,,,,,,,,,,
1989,Employee_989,45,Support,117848,4,29,No,,,,,,,,,,,
1990,Employee_990,36,Sales,83465,2.6,17,Yes,,,,,,,,,,,
1991,Employee_991,34,Finance,71088,4.5,25,Yes,,,,,,,,,,,
1992,Employee_992,36,Operations,58839,2.7,21,Yes,,,,,,,,,,,
1993,Employee_993,35,Sales,123227,2.5,26,No,,,,,,,,,,,
1994,Employee_994,30,HR,89874,4.5,9,Yes,,,,,,,,,,,
1995,Employee_995,22,Marketing,139526,3.9,5,No,,,,,,,,,,,
1996,Employee_996,28,Marketing,124771,4.3,27,Yes,,,,,,,,,,,
1997,Employee_997,57,Finance,51102,4.6,25,No,,,,,,,,,,,
1998,Employee_998,53,HR,98609,3.2,25,Yes,,,,,,,,,,,
1999,Employee_999,56,IT,87729,4.6,12,No,,,,,,,,,,,
2000,Employee_1000,47,HR,53908,4.2,28,Yes,,,,,,,,,,,
2001,Employee_1001,22,Operations,71361,3,5,Yes,,,,,,,,,,,
2002,Employee_1002,49,Support,87282,5,21,Yes,,,,,,,,,,,
2003,Employee_1003,33,Operations,110316,3.4,28,No,,,,,,,,,,,
2004,Employee_1004,60,Marketing,104972,4.5,30,Yes,,,,,,,,,,,
2005,Employee_1005,37,HR,94883,2.9,29,No,,,,,,,,,,,
2006,Employee_1006,52,HR,109347,3.2,7,Yes,,,,,,,,,,,
2007,Employee_1007,28,IT,116346,4.9,22,No,,,,,,,,,,,
2008,Employee_1008,52,Sales,50083,3.8,7,No,,,,,,,,,,,
2009,Employee_1009,32,IT,98799,4.5,13,No,,,,,,,,,,,
2010,Employee_1010,41,IT,69083,3.7,26,No,,,,,,,,,,,
2011,Employee_1011,22,Operations,142875,4.9,6,No,,,,,,,,,,,
2012,Employee_1012,30,IT,121165,4.8,19,No,,,,,,,,,,,
2013,Employee_1013,56,HR,111729,3.1,25,Yes,,,,,,,,,,,
2014,Employee_1014,40,Sales,63160,3.8,10,Yes,,,,,,,,,,,
2015,Employee_1015,43,Sales,110365,3.8,4,Yes,,,,,,,,,,,
2016,Employee_1016,40,Marketing,110185,2.7,1,No,,,,,,,,,,,
2017,Employee_1017,31,Operations,101877,2.7,10,Yes,,,,,,,,,,,
2018,Employee_1018,31,Finance,101524,4.6,1,No,,,,,,,,,,,
2019,Employee_1019,57,HR,83796,4.6,13,Yes,,,,,,,,,,,
2020,Employee_1020,39,Support,69195,4.3,5,Yes,,,,,,,,,,,
2021,Employee_1021,56,HR,111997,4.9,11,Yes,,,,,,,,,,,
2022,Employee_1022,24,Finance,140970,2.6,2,Yes,,,,,,,,,,,
2023,Employee_1023,44,Support,104552,3.7,27,Yes,,,,,,,,,,,
2024,Employee_1024,26,IT,93255,2.8,16,Yes,,,,,,,,,,,
2025,Employee_1025,50,Marketing,42543,3.5,5,No,,,,,,,,,,,
2026,Employee_1026,38,Finance,50503,4.1,11,Yes,,,,,,,,,,,
2027,Employee_1027,56,Marketing,44477,3.6,24,Yes,,,,,,,,,,,
2028,Employee_1028,40,Sales,143089,4,26,No,,,,,,,,,,,
2029,Employee_1029,44,Marketing,110375,3.5,16,No,,,,,,,,,,,
2030,Employee_1030,56,Sales,110547,2.6,28,No,,,,,,,,,,,
2031,Employee_1031,53,Support,116676,4.9,11,Yes,,,,,,,,,,,
2032,Employee_1032,35,Operations,42461,2.7,14,Yes,,,,,,,,,,,
2033,Employee_1033,33,HR,104498,3.6,1,No,,,,,,,,,,,
2034,Employee_1034,53,Operations,85591,3.6,9,No,,,,,,,,,,,
2035,Employee_1035,50,IT,115758,4.3,3,Yes,,,,,,,,,,,
2036,Employee_1036,52,Marketing,71207,2.5,11,No,,,,,,,,,,,
2037,Employee_1037,44,HR,85290,4.8,5,No,,,,,,,,,,,
2038,Employee_1038,41,Operations,66058,2.5,25,No,,,,,,,,,,,
2039,Employee_1039,28,Operations,89282,3.1,17,Yes,,,,,,,,,,,
2040,Employee_1040,54,Finance,101312,3.2,29,No,,,,,,,,,,,
2041,Employee_1041,25,Finance,140846,4.1,3,No,,,,,,,,,,,
2042,Employee_1042,51,IT,57267,4.7,6,No,,,,,,,,,,,
2043,Employee_1043,48,Support,98607,4.7,28,Yes,,,,,,,,,,,
2044,Employee_1044,39,Marketing,92748,4.9,24,No,,,,,,,,,,,
2045,Employee_1045,58,Sales,65742,3.6,2,Yes,,,,,,,,,,,
2046,Employee_1046,53,Sales,122610,3,13,No,,,,,,,,,,,
2047,Employee_1047,46,Support,106496,4.6,7,Yes,,,,,,,,,,,
2048,Employee_1048,56,Support,111829,5,28,Yes,,,,,,,,,,,
2049,Employee_1049,55,Marketing,65698,4.3,13,Yes,,,,,,,,,,,
2050,Employee_1050,33,Operations,58453,2.6,23,Yes,,,,,,,,,,,
2051,Employee_1051,22,Operations,114873,4.2,4,Yes,,,,,,,,,,,
2052,Employee_1052,52,Marketing,83014,4.8,23,Yes,,,,,,,,,,,
2053,Employee_1053,35,IT,128055,4.8,29,No,,,,,,,,,,,
2054,Employee_1054,59,Sales,44438,3.9,1,Yes,,,,,,,,,,,
2055,Employee_1055,30,HR,122649,4,9,Yes,,,,,,,,,,,
2056,Employee_1056,43,HR,64601,4.7,30,Yes,,,,,,,,,,,
2057,Employee_1057,46,Finance,90007,3.5,12,Yes,,,,,,,,,,,
2058,Employee_1058,36,Operations,120677,4.3,25,Yes,,,,,,,,,,,
2059,Employee_1059,34,Marketing,131145,4,14,Yes,,,,,,,,,,,
2060,Employee_1060,45,Operations,121636,4.6,27,No,,,,,,,,,,,
2061,Employee_1061,41,HR,50561,4.8,6,Yes,,,,,,,,,,,
2062,Employee_1062,24,IT,77478,3.8,29,Yes,,,,,,,,,,,
2063,Employee_1063,44,Sales,129819,3.9,18,No,,,,,,,,,,,
2064,Employee_1064,60,Sales,138341,3.7,4,Yes,,,,,,,,,,,
2065,Employee_1065,52,Operations,111560,3.6,27,No,,,,,,,,,,,
2066,Employee_1066,31,Marketing,125918,4.6,15,Yes,,,,,,,,,,,
2067,Employee_1067,36,Operations,76093,3,28,Yes,,,,,,,,,,,
2068,Employee_1068,26,Finance,82121,4.1,8,No,,,,,,,,,,,
2069,Employee_1069,36,Sales,88240,4.8,15,No,,,,,,,,,,,
2070,Employee_1070,28,Operations,126921,3.5,25,Yes,,,,,,,,,,,
2071,Employee_1071,23,Marketing,112274,2.7,10,No,,,,,,,,,,,
2072,Employee_1072,30,HR,139796,3.1,4,Yes,,,,,,,,,,,
2073,Employee_1073,51,Sales,146262,3.2,8,Yes,,,,,,,,,,,
2074,Employee_1074,46,Operations,70345,3.9,12,Yes,,,,,,,,,,,
2075,Employee_1075,29,Finance,50240,2.9,10,No,,,,,,,,,,,
2076,Employee_1076,27,Marketing,104573,3.7,18,Yes,,,,,,,,,,,
2077,Employee_1077,55,IT,41841,4.7,14,No,,,,,,,,,,,
2078,Employee_1078,31,Finance,129925,3.7,30,No,,,,,,,,,,,
2079,Employee_1079,30,IT,132012,4.8,1,Yes,,,,,,,,,,,
2080,Employee_1080,53,IT,131946,3.5,9,No,,,,,,,,,,,
2081,Employee_1081,40,IT,131126,4.4,20,No,,,,,,,,,,,
2082,Employee_1082,57,Sales,110300,3.5,24,Yes,,,,,,,,,,,
2083,Employee_1083,50,Sales,85654,2.7,30,No,,,,,,,,,,,
2084,Employee_1084,52,Finance,49231,4.7,25,No,,,,,,,,,,,
2085,Employee_1085,33,IT,100034,4.6,26,No,,,,,,,,,,,
2086,Employee_1086,36,Operations,71876,2.8,30,No,,,,,,,,,,,
2087,Employee_1087,45,Marketing,46540,4.1,29,No,,,,,,,,,,,
2088,Employee_1088,52,Finance,92343,4.4,14,No,,,,,,,,,,,
2089,Employee_1089,59,Operations,125905,3.9,19,No,,,,,,,,,,,
2090,Employee_1090,49,Operations,73865,3.8,8,Yes,,,,,,,,,,,
2091,Employee_1091,43,IT,128638,4.5,22,No,,,,,,,,,,,
2092,Employee_1092,44,Support,83177,2.8,20,Yes,,,,,,,,,,,
2093,Employee_1093,49,Finance,48513,2.7,18,Yes,,,,,,,,,,,
2094,Employee_1094,37,Support,73758,4.7,4,No,,,,,,,,,,,
2095,Employee_1095,40,IT,68471,2.5,13,No,,,,,,,,,,,
2096,Employee_1096,47,Marketing,101279,3.8,1,Yes,,,,,,,,,,,
2097,Employee_1097,27,HR,90745,4.9,5,No,,,,,,,,,,,
2098,Employee_1098,40,IT,81941,2.8,3,Yes,,,,,,,,,,,
2099,Employee_1099,28,Finance,131413,4.1,21,Yes,,,,,,,,,,,
2100,Employee_1100,41,Operations,45527,4.1,25,Yes,,,,,,,,,,,
2101,Employee_1101,44,Marketing,88732,4.8,19,Yes,,,,,,,,,,,
2102,Employee_1102,60,Marketing,97093,4.9,2,No,,,,,,,,,,,
2103,Employee_1103,53,Support,93650,4.3,24,Yes,,,,,,,,,,,
2104,Employee_1104,51,Marketing,92588,3.4,27,No,,,,,,,,,,,
2105,Employee_1105,39,IT,131807,4.6,5,Yes,,,,,,,,,,,
2106,Employee_1106,46,Marketing,149649,4.5,14,No,,,,,,,,,,,
2107,Employee_1107,42,Marketing,108065,4.4,14,Yes,,,,,,,,,,,
2108,Employee_1108,49,Finance,130239,3.1,24,Yes,,,,,,,,,,,
2109,Employee_1109,49,HR,65258,4.3,10,Yes,,,,,,,,,,,
2110,Employee_1110,23,Support,106100,4.5,30,No,,,,,,,,,,,
2111,Employee_1111,45,Support,115214,4.6,18,Yes,,,,,,,,,,,
2112,Employee_1112,34,Marketing,99444,4.2,7,Yes,,,,,,,,,,,
2113,Employee_1113,57,Operations,73014,3.9,6,Yes,,,,,,,,,,,
2114,Employee_1114,58,IT,78720,2.7,27,Yes,,,,,,,,,,,
2115,Employee_1115,49,Operations,67122,2.9,24,No,,,,,,,,,,,
2116,Employee_1116,50,Finance,140066,3.2,4,No,,,,,,,,,,,
2117,Employee_1117,50,IT,61385,3.1,23,No,,,,,,,,,,,
2118,Employee_1118,46,Marketing,84850,3.1,22,No,,,,,,,,,,,
2119,Employee_1119,59,IT,62100,3.2,11,No,,,,,,,,,,,
2120,Employee_1120,35,Sales,79670,3.9,26,Yes,,,,,,,,,,,
2121,Employee_1121,40,Support,134155,3.2,18,No,,,,,,,,,,,
2122,Employee_1122,60,HR,94014,2.9,25,No,,,,,,,,,,,
2123,Employee_1123,46,Finance,74737,4,29,Yes,,,,,,,,,,,
2124,Employee_1124,32,Operations,110089,4,17,Yes,,,,,,,,,,,
2125,Employee_1125,55,Support,78635,2.7,10,Yes,,,,,,,,,,,
2126,Employee_1126,28,Marketing,64004,3.1,15,No,,,,,,,,,,,
2127,Employee_1127,33,IT,144965,2.6,9,No,,,,,,,,,,,
2128,Employee_1128,24,Sales,46337,3.3,8,No,,,,,,,,,,,
2129,Employee_1129,54,HR,109302,3,7,Yes,,,,,,,,,,,
2130,Employee_1130,47,Operations,66992,4.7,17,No,,,,,,,,,,,
2131,Employee_1131,25,Sales,88265,3,28,Yes,,,,,,,,,,,
2132,Employee_1132,32,HR,135353,3.9,5,Yes,,,,,,,,,,,
2133,Employee_1133,55,Marketing,119500,3.8,27,No,,,,,,,,,,,
2134,Employee_1134,44,Operations,140977,4.7,19,Yes,,,,,,,,,,,
2135,Employee_1135,57,Support,41612,4.9,29,No,,,,,,,,,,,
2136,Employee_1136,58,HR,54373,2.8,27,No,,,,,,,,,,,
2137,Employee_1137,31,IT,121122,5,4,Yes,,,,,,,,,,,
2138,Employee_1138,46,Sales,100694,3.5,5,No,,,,,,,,,,,
2139,Employee_1139,57,Support,98813,3,16,No,,,,,,,,,,,
2140,Employee_1140,51,Support,131705,2.9,14,No,,,,,,,,,,,
2141,Employee_1141,24,HR,57125,4.7,29,No,,,,,,,,,,,
2142,Employee_1142,53,Sales,112384,4.8,29,No,,,,,,,,,,,
2143,Employee_1143,44,Support,107786,4.5,17,No,,,,,,,,,,,
2144,Employee_1144,44,Finance,147121,4.2,21,No,,,,,,,,,,,
2145,Employee_1145,27,HR,80342,4.7,6,No,,,,,,,,,,,
2146,Employee_1146,51,Marketing,48817,2.8,13,No,,,,,,,,,,,
2147,Employee_1147,37,Marketing,52652,3.7,22,No,,,,,,,,,,,
2148,Employee_1148,22,HR,57117,4.5,2,Yes,,,,,,,,,,,
2149,Employee_1149,45,Sales,107475,2.5,10,No,,,,,,,,,,,
2150,Employee_1150,45,Marketing,144554,3.2,2,Yes,,,,,,,,,,,
2151,Employee_1151,49,Sales,72966,5,20,Yes,,,,,,,,,,,
2152,Employee_1152,29,Operations,105886,4.3,21,Yes,,,,,,,,,,,
2153,Employee_1153,40,Sales,94337,3.1,8,No,,,,,,,,,,,
2154,Employee_1154,32,Sales,55243,4.3,15,No,,,,,,,,,,,
2155,Employee_1155,33,Sales,53513,4.5,5,Yes,,,,,,,,,,,
2156,Employee_1156,56,Support,102770,4,25,Yes,,,,,,,,,,,
2157,Employee_1157,38,HR,124291,3.8,10,Yes,,,,,,,,,,,
2158,Employee_1158,27,Marketing,94335,4.8,16,Yes,,,,,,,,,,,
2159,Employee_1159,22,Support,57403,4.9,7,No,,,,,,,,,,,
2160,Employee_1160,57,Support,61929,4.4,17,No,,,,,,,,,,,
2161,Employee_1161,22,Operations,90371,3.6,12,Yes,,,,,,,,,,,
2162,Employee_1162,57,Finance,87010,4.5,9,Yes,,,,,,,,,,,
2163,Employee_1163,56,IT,51743,4.3,29,No,,,,,,,,,,,
2164,Employee_1164,39,Sales,115151,3.3,10,Yes,,,,,,,,,,,
2165,Employee_1165,56,Sales,121040,3.9,12,Yes,,,,,,,,,,,
2166,Employee_1166,60,Sales,111696,2.7,7,No,,,,,,,,,,,
2167,Employee_1167,43,IT,61507,4.8,8,Yes,,,,,,,,,,,
2168,Employee_1168,55,Support,83177,2.7,26,Yes,,,,,,,,,,,
2169,Employee_1169,23,Finance,116505,3.9,2,Yes,,,,,,,,,,,
2170,Employee_1170,55,Marketing,43180,4.3,28,Yes,,,,,,,,,,,
2171,Employee_1171,59,IT,107297,3,16,Yes,,,,,,,,,,,
2172,Employee_1172,30,IT,97633,4.4,6,Yes,,,,,,,,,,,
2173,Employee_1173,54,Finance,137810,4.6,16,Yes,,,,,,,,,,,
2174,Employee_1174,45,Sales,57566,5,15,Yes,,,,,,,,,,,
2175,Employee_1175,56,Marketing,118590,4.1,26,No,,,,,,,,,,,
2176,Employee_1176,44,Sales,99790,3.2,23,No,,,,,,,,,,,
2177,Employee_1177,57,Support,121858,2.8,6,No,,,,,,,,,,,
2178,Employee_1178,60,Finance,64298,3.9,7,No,,,,,,,,,,,
2179,Employee_1179,59,Operations,117087,3,19,Yes,,,,,,,,,,,
2180,Employee_1180,55,Operations,125228,2.9,25,Yes,,,,,,,,,,,
2181,Employee_1181,59,Finance,61906,3.4,23,Yes,,,,,,,,,,,
2182,Employee_1182,57,Sales,149109,3.5,5,Yes,,,,,,,,,,,
2183,Employee_1183,50,Operations,73178,3.4,13,Yes,,,,,,,,,,,
2184,Employee_1184,40,IT,102022,4.5,15,Yes,,,,,,,,,,,
2185,Employee_1185,41,Sales,96928,4.7,2,Yes,,,,,,,,,,,
2186,Employee_1186,23,Sales,135667,4.1,24,Yes,,,,,,,,,,,
2187,Employee_1187,48,Finance,103223,4.1,27,No,,,,,,,,,,,
2188,Employee_1188,50,Support,61842,4.7,27,Yes,,,,,,,,,,,
2189,Employee_1189,38,IT,104509,3.9,12,No,,,,,,,,,,,
2190,Employee_1190,44,IT,100807,4.4,12,Yes,,,,,,,,,,,
2191,Employee_1191,45,HR,111111,4.4,11,No,,,,,,,,,,,
2192,Employee_1192,59,Support,110198,3.7,15,No,,,,,,,,,,,
2193,Employee_1193,56,Support,51178,3.5,7,Yes,,,,,,,,,,,
2194,Employee_1194,59,Support,119893,3,16,No,,,,,,,,,,,
2195,Employee_1195,44,Support,117003,4.8,11,No,,,,,,,,,,,
2196,Employee_1196,34,Operations,102600,4.4,20,No,,,,,,,,,,,
2197,Employee_1197,53,Operations,90853,4.6,21,Yes,,,,,,,,,,,
2198,Employee_1198,60,Finance,110412,3.7,6,No,,,,,,,,,,,
2199,Employee_1199,55,Finance,52273,4.2,26,Yes,,,,,,,,,,,
2200,Employee_1200,52,IT,147789,2.6,14,No,,,,,,,,,,,
2201,Employee_1201,40,Marketing,81568,2.8,19,Yes,,,,,,,,,,,
2202,Employee_1202,33,HR,124128,3.3,19,Yes,,,,,,,,,,,
2203,Employee_1203,43,Operations,112741,3.8,6,No,,,,,,,,,,,
2204,Employee_1204,46,IT,50466,4.1,30,No,,,,,,,,,,,
2205,Employee_1205,51,Finance,63599,2.7,8,No,,,,,,,,,,,
2206,Employee_1206,32,Marketing,41631,4.4,29,Yes,,,,,,,,,,,
2207,Employee_1207,32,HR,101472,4.7,14,No,,,,,,,,,,,
2208,Employee_1208,30,Finance,59745,4.7,15,No,,,,,,,,,,,
2209,Employee_1209,24,Finance,145624,4.1,29,Yes,,,,,,,,,,,
2210,Employee_1210,31,IT,117179,3.6,22,Yes,,,,,,,,,,,
2211,Employee_1211,45,Finance,71397,2.5,29,Yes,,,,,,,,,,,
2212,Employee_1212,24,HR,84046,3.8,2,Yes,,,,,,,,,,,
2213,Employee_1213,25,Support,76609,4.6,22,No,,,,,,,,,,,
2214,Employee_1214,44,Support,113279,3.3,12,No,,,,,,,,,,,
2215,Employee_1215,46,Operations,136491,3.6,14,Yes,,,,,,,,,,,
2216,Employee_1216,31,Support,48802,2.8,1,No,,,,,,,,,,,
2217,Employee_1217,45,Support,114934,4.2,22,No,,,,,,,,,,,
2218,Employee_1218,47,Operations,89410,3.5,26,No,,,,,,,,,,,
2219,Employee_1219,25,Support,132949,4.3,12,No,,,,,,,,,,,
2220,Employee_1220,33,Operations,93563,3.3,2,Yes,,,,,,,,,,,
2221,Employee_1221,40,Support,48127,4.2,23,No,,,,,,,,,,,
2222,Employee_1222,25,IT,114723,3.2,2,No,,,,,,,,,,,
2223,Employee_1223,44,Marketing,76994,4.9,22,Yes,,,,,,,,,,,
2224,Employee_1224,38,Sales,116666,4.1,2,Yes,,,,,,,,,,,
2225,Employee_1225,40,HR,92402,3.7,3,No,,,,,,,,,,,
2226,Employee_1226,36,Finance,82072,2.8,17,Yes,,,,,,,,,,,
2227,Employee_1227,53,HR,78089,3.3,30,Yes,,,,,,,,,,,
2228,Employee_1228,31,Marketing,58508,3.6,19,No,,,,,,,,,,,
2229,Employee_1229,40,Support,142795,3.7,18,No,,,,,,,,,,,
2230,Employee_1230,28,Marketing,57593,2.9,26,No,,,,,,,,,,,
2231,Employee_1231,53,Finance,56527,3.7,14,No,,,,,,,,,,,
2232,Employee_1232,43,Sales,129868,4.7,5,No,,,,,,,,,,,
2233,Employee_1233,27,Marketing,97806,4.6,3,No,,,,,,,,,,,
2234,Employee_1234,34,Marketing,130925,3.2,12,Yes,,,,,,,,,,,
2235,Employee_1235,40,Operations,115509,4.7,7,No,,,,,,,,,,,
2236,Employee_1236,22,Finance,120310,2.7,23,Yes,,,,,,,,,,,
2237,Employee_1237,50,HR,42902,2.9,12,Yes,,,,,,,,,,,
2238,Employee_1238,59,IT,102014,3.7,4,Yes,,,,,,,,,,,
2239,Employee_1239,24,Marketing,147659,4.1,13,No,,,,,,,,,,,
2240,Employee_1240,59,Finance,146595,3.3,26,Yes,,,,,,,,,,,
2241,Employee_1241,24,Sales,118302,4.7,22,Yes,,,,,,,,,,,
2242,Employee_1242,23,Marketing,59276,3.7,6,No,,,,,,,,,,,
2243,Employee_1243,47,IT,87288,4.9,18,Yes,,,,,,,,,,,
2244,Employee_1244,45,Marketing,68778,4.8,11,Yes,,,,,,,,,,,
2245,Employee_1245,31,HR,145367,4,10,No,,,,,,,,,,,
2246,Employee_1246,29,Marketing,113660,2.8,10,Yes,,,,,,,,,,,
2247,Employee_1247,53,Support,72338,4.3,1,No,,,,,,,,,,,
2248,Employee_1248,23,IT,112475,2.9,12,Yes,,,,,,,,,,,
2249,Employee_1249,30,Marketing,75245,4.8,15,No,,,,,,,,,,,
2250,Employee_1250,38,Marketing,147954,4.7,12,Yes,,,,,,,,,,,
2251,Employee_1251,42,IT,97977,4,10,No,,,,,,,,,,,
2252,Employee_1252,41,Operations,75697,3.6,24,No,,,,,,,,,,,
2253,Employee_1253,43,Sales,112030,4.5,4,Yes,,,,,,,,,,,
2254,Employee_1254,33,Support,78822,4.1,14,Yes,,,,,,,,,,,
2255,Employee_1255,53,Finance,56881,2.9,30,No,,,,,,,,,,,
2256,Employee_1256,59,Support,94270,4.4,21,Yes,,,,,,,,,,,
2257,Employee_1257,46,Sales,114282,4,2,No,,,,,,,,,,,
2258,Employee_1258,60,Sales,145999,2.8,19,No,,,,,,,,,,,
2259,Employee_1259,37,Sales,49584,2.7,16,Yes,,,,,,,,,,,
2260,Employee_1260,45,Support,114128,3,19,Yes,,,,,,,,,,,
2261,Employee_1261,43,Support,135988,4.1,12,No,,,,,,,,,,,
2262,Employee_1262,33,Marketing,56413,3.8,12,Yes,,,,,,,,,,,
2263,Employee_1263,26,HR,141295,2.6,16,No,,,,,,,,,,,
2264,Employee_1264,59,Sales,72668,3.2,4,Yes,,,,,,,,,,,
2265,Employee_1265,48,IT,98617,4.1,22,No,,,,,,,,,,,
2266,Employee_1266,28,Finance,61021,2.6,28,No,,,,,,,,,,,
2267,Employee_1267,43,IT,67179,4,14,Yes,,,,,,,,,,,
2268,Employee_1268,54,Marketing,42005,4.9,29,No,,,,,,,,,,,
